name,type,diretorio,accuracy,loss,val_accuracy,val_loss,l2,dropout,min_lr,factor,patience,patienceReduce,batch_size,pesos,epoch,time,seed
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_101,0.205982968211174,1.880015015602112,0.1693728119134903,1.51048743724823,0.0001,0.7,1e-07,0.4,10.0,2.0,32.0,[?.1.1.1],1.0,336.2523508999729,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_102,0.2087676078081131,1.8742274045944207,0.3272843062877655,1.4355688095092771,0.0001,0.7,1e-05,0.5,10.0,2.0,32.0,[?.1.1.1],1.0,330.7772646000376,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_103,0.1984246969223022,1.6747500896453855,0.1833810955286026,1.4773473739624023,0.0001,0.7,1e-06,0.5,10.0,2.0,32.0,[?.1.1.1],11.0,713.6186804000172,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_104,0.1838650703430175,1.769301414489746,0.1693728119134903,1.5034193992614746,0.0001,0.7,1e-07,0.5,10.0,2.0,32.0,[?.1.1.1],2.0,394.2044056000304,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_105,0.2023231834173202,1.9206582307815552,0.1693728119134903,1.4748501777648926,0.0001,0.8,1e-05,0.1,10.0,2.0,32.0,[?.1.1.1],1.0,463.88455199997406,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_106,0.2074150741100311,1.9186148643493648,0.1693728119134903,1.4614830017089844,0.0001,0.8,1e-06,0.1,10.0,2.0,32.0,[?.1.1.1],1.0,468.5042779999785,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_108,0.2165645658969879,1.8003604412078855,0.32664754986763,1.4299333095550537,0.0001,0.2,1e-06,0.2,10.0,5.0,64.0,[?.1.1.1],1.0,374.1346428000252,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_109,0.2165645658969879,1.8003604412078855,0.32664754986763,1.4299333095550537,0.0001,0.2,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],1.0,379.2386872000061,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_110,0.2165645658969879,1.8003604412078855,0.32664754986763,1.4299333095550537,0.0001,0.2,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],1.0,359.63052780000726,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_111,0.203914389014244,1.814240336418152,0.32664754986763,1.4140805006027222,0.0001,0.3,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],1.0,358.81739939999534,
