name,type,diretorio,accuracy,loss,val_accuracy,val_loss,l2,dropout,min_lr,factor,patience,patienceReduce,batch_size,epoch,time
Fer2013,last,models/tests/Fer2013/Fer2013_2,0.5851290822029114,0.9259390234947203,0.6323851346969604,0.907235324382782,0.0001,0.1,1e-05,0.1,10,5,32,36,1191.4905746000004
Fer2013,last,models/tests/Fer2013/Fer2013_3,0.6259373426437378,0.8410342931747437,0.6652078628540039,0.845504105091095,0.0001,0.1,1e-06,0.1,10,5,32,50,1491.4722078999912
Fer2013,last,models/tests/Fer2013/Fer2013_4,0.5816560387611389,0.914405882358551,0.6452016234397888,0.873272180557251,0.0001,0.1,1e-07,0.1,10,5,32,29,734.749358400004
Fer2013,last,models/tests/Fer2013/Fer2013_5,0.5847343802452087,0.9114433526992798,0.6376993060112,0.9114314317703248,0.0001,0.1,1e-05,0.2,10,5,32,22,531.225479700006
Fer2013,last,models/tests/Fer2013/Fer2013_6,0.587891697883606,0.9031881093978882,0.6167552471160889,0.9303837418556212,0.0001,0.1,1e-06,0.2,10,5,32,34,773.2671756000054
Fer2013,last,models/tests/Fer2013/Fer2013_7,0.5813402533531189,0.9227027297019958,0.6251953840255737,0.9289578199386596,0.0001,0.1,1e-07,0.2,10,5,32,36,779.2045652000088
Fer2013,last,models/tests/Fer2013/Fer2013_8,0.6676927804946899,0.7450323104858398,0.6970928311347961,0.7804160714149475,0.0001,0.1,1e-05,0.3,10,5,32,62,1377.536544100003
Fer2013,last,models/tests/Fer2013/Fer2013_9,0.6485121250152588,0.7837106585502625,0.6711472272872925,0.8241171836853027,0.0001,0.1,1e-06,0.3,10,5,32,53,1189.158576300004
Fer2013,last,models/tests/Fer2013/Fer2013_10,0.6390401721000671,0.8002204895019531,0.6845889091491699,0.8165326118469238,0.0001,0.1,1e-07,0.3,10,5,32,44,1034.1599446000037
Fer2013,last,models/tests/Fer2013/Fer2013_11,0.6093614101409912,0.8645668625831604,0.6495779752731323,0.8706187009811401,0.0001,0.1,1e-05,0.4,10,5,32,37,849.251219800004
Fer2013,last,models/tests/Fer2013/Fer2013_12,0.6344620585441589,0.8080876469612122,0.6702094674110413,0.8510064482688904,0.0001,0.1,1e-06,0.4,10,5,32,42,1047.8384067000006
Fer2013,last,models/tests/Fer2013/Fer2013_13,0.6639040112495422,0.7396702170372009,0.7024070024490356,0.7701254487037659,0.0001,0.1,1e-07,0.4,10,5,32,66,1600.5157400000026
Fer2013,last,models/tests/Fer2013/Fer2013_14,0.6051779985427856,0.8703985214233398,0.5679900050163269,1.142358899116516,0.0001,0.1,1e-05,0.5,10,5,32,30,815.0217791999894
Fer2013,last,models/tests/Fer2013/Fer2013_15,0.6592469811439514,0.7565056085586548,0.7005314230918884,0.7843179702758789,0.0001,0.1,1e-06,0.5,10,5,32,49,1292.2070972000074
Fer2013,last,models/tests/Fer2013/Fer2013_16,0.6770068407058716,0.7195302844047546,0.6955298781394958,0.7584561705589294,0.0001,0.1,1e-07,0.5,10,5,32,74,1917.614560200004
Fer2013,last,models/tests/Fer2013/Fer2013_17,0.5475570559501648,1.0074769258499146,0.5761175155639648,1.0260899066925049,0.0001,0.2,1e-05,0.1,10,5,32,27,788.9429310999985
Fer2013,last,models/tests/Fer2013/Fer2013_18,0.5762096643447876,0.9460563659667968,0.626133143901825,0.8940960168838501,0.0001,0.2,1e-06,0.1,10,5,32,30,835.773778399991
Fer2013,last,models/tests/Fer2013/Fer2013_19,0.5488199591636658,0.9882714748382568,0.5942481756210327,0.9807490706443788,0.0001,0.2,1e-07,0.1,10,5,32,24,630.5251291000022
Fer2013,last,models/tests/Fer2013/Fer2013_20,0.5550556182861328,0.9914754033088684,0.5801813006401062,1.0110799074172974,0.0001,0.2,1e-05,0.2,10,5,32,22,656.8668187000003
Fer2013,last,models/tests/Fer2013/Fer2013_21,0.5606598854064941,0.963914692401886,0.6301969289779663,0.9125442504882812,0.0001,0.2,1e-06,0.2,10,5,32,34,982.4193195000116
Fer2013,last,models/tests/Fer2013/Fer2013_22,0.6146499514579773,0.8683922290802002,0.6617693305015564,0.8339179158210754,0.0001,0.2,1e-07,0.2,10,5,32,47,1336.1286183000047
Fer2013,last,models/tests/Fer2013/Fer2013_23,0.6258583664894104,0.8309968709945679,0.6655204892158508,0.8320585489273071,0.0001,0.2,1e-05,0.3,10,5,32,58,1566.7374067000055
Fer2013,last,models/tests/Fer2013/Fer2013_24,0.6178861856460571,0.8481267690658569,0.6639574766159058,0.8512636423110962,0.0001,0.2,1e-06,0.3,10,5,32,61,1963.436646000002
Fer2013,last,models/tests/Fer2013/Fer2013_25,0.6285421252250671,0.8266518115997314,0.6720850467681885,0.8440126180648804,0.0001,0.2,1e-07,0.3,10,5,32,59,1882.9027885999967
Fer2013,last,models/tests/Fer2013/Fer2013_26,0.5581340193748474,0.9819079637527466,0.5992497801780701,0.9782974123954772,0.0001,0.2,1e-05,0.4,10,5,32,36,1144.9111819999962
Fer2013,last,models/tests/Fer2013/Fer2013_27,0.602257490158081,0.868131697177887,0.6483275890350342,0.8946802020072937,0.0001,0.2,1e-06,0.4,10,5,32,44,1343.8805278999937
Fer2013,last,models/tests/Fer2013/Fer2013_28,0.5528455376625061,0.9801830053329468,0.6139418482780457,0.948748767375946,0.0001,0.2,1e-07,0.4,10,5,32,33,1232.754816100001
Fer2013,last,models/tests/Fer2013/Fer2013_29,0.6194648146629333,0.8511590361595154,0.6677086353302002,0.8234191536903381,0.0001,0.2,1e-05,0.5,10,5,32,44,1548.837204999989
Fer2013,last,models/tests/Fer2013/Fer2013_30,0.6279106736183167,0.8223550319671631,0.6714598536491394,0.8181354403495789,0.0001,0.2,1e-06,0.5,10,5,32,44,1513.573391900005
Fer2013,last,models/tests/Fer2013/Fer2013_31,0.6455126404762268,0.783210039138794,0.6842763423919678,0.8217063546180725,0.0001,0.2,1e-07,0.5,10,5,32,66,2268.563453900002
Fer2013,last,models/tests/Fer2013/Fer2013_32,0.5428999662399292,1.0271152257919312,0.5779930949211121,0.9951635003089904,0.0001,0.3,1e-05,0.1,10,5,32,36,1211.2252474999989
Fer2013,last,models/tests/Fer2013/Fer2013_33,0.5720261931419373,0.9403414130210876,0.6248827576637268,0.9316190481185912,0.0001,0.3,1e-06,0.1,10,5,32,45,1512.700421100017
Fer2013,last,models/tests/Fer2013/Fer2013_35,0.5895493030548096,0.9073997735977173,0.6314473152160645,0.9029160737991333,0.0001,0.3,1e-07,0.1,10,5,32,35,776.7864871999773
